Tahun,Bulan,Hari,Kec_angin,T_max,T_min,Curah_hujan,Kelembapan,Tekanan_udara
2016,7,21,0.7,27.59,22.91,0.21,18.43,100.9
2016,7,22,0.67,29.01,22.93,0.96,18.74,100.93
2016,7,23,0.55,28.83,23.19,0.3,18.37,100.91
2016,7,24,0.88,30.08,22.73,12.46,18.86,100.85
2016,7,25,0.7,29.05,23.73,3.65,18.01,100.91
2016,7,26,0.56,28.22,23.05,0.51,18.13,100.89
2016,7,27,0.84,29.51,23.08,0.02,18.25,100.85
2016,7,28,0.84,30.06,23.24,0.08,18.68,100.85
2016,7,29,0.79,30.07,23.06,0.87,18.8,100.87
2016,7,30,0.7,31.05,23.94,0.07,18.8,100.81
2016,7,31,0.73,30.66,23.35,2.8,19.17,100.81
2016,8,1,0.64,30.8,22.98,2.59,18.92,100.8
2016,8,2,0.81,30.65,23.86,1.18,19.1,100.73
2016,8,3,0.93,29.4,23.58,0.74,18.37,100.78
2016,8,4,0.91,29.51,22.36,0.3,17.46,100.93
2016,8,5,0.8,28.07,22.58,0.54,16.97,101.0
2016,8,6,0.73,30.33,21.56,0.03,16.72,100.95
2016,8,7,0.7,29.48,22.98,0.0,17.58,100.94
2016,8,8,0.65,30.86,23.34,12.7,18.8,100.88
2016,8,9,0.77,28.18,23.19,10.55,18.37,100.93
2016,8,10,0.8,31.0,22.36,0.36,17.88,100.91
2016,8,11,0.95,31.3,23.03,0.02,18.49,100.94
2016,8,12,0.84,31.17,22.98,0.26,18.86,100.97
2016,8,13,0.85,31.6,22.93,0.33,18.86,100.87
2016,8,14,0.85,29.87,24.37,6.3,18.43,100.84
2016,8,15,0.9,28.62,23.46,0.15,18.74,100.84
2016,8,16,0.77,29.4,23.7,0.07,18.98,100.84
2016,8,17,0.73,29.51,23.76,0.09,19.17,100.82
2016,8,18,0.95,31.09,23.8,0.41,19.29,100.73
2016,8,19,0.98,30.57,23.8,31.51,19.47,100.73
2016,8,20,0.78,30.63,24.53,77.45,19.29,100.73
2016,8,21,0.87,28.9,23.77,50.01,18.62,100.83
2016,8,22,0.74,29.78,22.97,0.17,18.49,100.78
2016,8,23,1.11,29.57,24.13,3.38,18.98,100.67
2016,8,24,0.79,30.39,24.23,1.77,19.17,100.67
2016,8,25,0.95,30.23,24.07,0.41,18.55,100.82
2016,8,26,0.45,29.26,23.03,3.31,17.94,100.86
2016,8,27,0.57,30.26,23.55,13.93,19.1,100.94
2016,8,28,0.59,28.89,24.52,1.23,19.53,100.94
2016,8,29,0.93,29.23,23.88,15.59,19.29,100.88
2016,8,30,0.93,29.24,23.79,11.39,19.35,100.9
2016,8,31,0.97,30.16,23.27,1.93,18.8,100.96
2016,9,1,0.85,30.11,23.08,0.41,18.49,100.99
2016,9,2,0.6,31.6,22.1,0.89,17.76,100.91
2016,9,3,0.56,31.26,23.33,1.49,18.62,100.86
2016,9,4,0.65,31.22,24.5,2.24,19.41,100.94
2016,9,5,0.73,30.44,23.9,5.73,19.17,101.01
2016,9,6,0.96,29.14,23.55,11.31,18.55,101.05
2016,9,7,0.95,30.39,22.47,0.88,18.13,101.02
2016,9,8,0.87,31.04,22.59,0.05,18.49,101.05
2016,9,9,0.88,31.19,23.37,0.0,18.74,100.99
2016,9,10,0.88,30.52,23.44,0.01,18.68,100.89
2016,9,11,0.91,30.3,23.54,0.23,18.25,100.85
2016,9,12,1.07,30.55,22.62,34.4,18.31,100.88
2016,9,13,0.72,29.98,23.69,8.11,18.92,100.89
2016,9,14,0.58,30.05,24.4,1.16,18.86,100.91
2016,9,15,0.62,29.44,23.65,4.2,18.55,100.89
2016,9,16,0.72,28.09,24.11,15.72,18.86,100.84
2016,9,17,0.63,30.9,22.64,12.97,17.82,100.8
2016,9,18,0.57,31.44,23.69,2.57,19.41,100.79
2016,9,19,0.96,27.85,23.52,5.94,18.07,100.85
2016,9,20,0.61,30.37,23.23,11.08,18.74,100.8
2016,9,21,0.66,28.95,24.33,3.69,19.47,100.89
2016,9,22,0.68,29.6,22.92,2.35,18.49,100.92
2016,9,23,0.65,29.27,24.45,9.21,18.86,100.83
2016,9,24,0.62,27.65,23.94,21.8,18.25,100.78
2016,9,25,0.73,29.89,23.48,42.08,18.74,100.79
2016,9,26,0.64,28.41,23.76,4.34,18.31,100.85
2016,9,27,0.75,29.37,23.58,14.33,18.8,100.87
2016,9,28,0.84,30.45,23.87,1.65,18.62,100.83
2016,9,29,0.95,28.8,23.72,0.23,18.13,100.86
2016,9,30,0.63,28.94,23.4,6.49,18.25,100.86
2016,10,1,0.68,29.73,23.09,5.49,18.49,100.92
2016,10,2,0.82,27.92,23.8,4.09,18.25,101.03
2016,10,3,0.64,29.66,23.74,0.61,18.37,100.91
2016,10,4,0.61,29.37,23.85,0.49,18.13,100.79
2016,10,5,0.74,30.51,22.9,6.43,18.8,100.8
2016,10,6,0.67,27.04,23.19,9.66,18.01,100.96
2016,10,7,0.68,27.58,23.51,2.62,18.19,101.03
2016,10,8,0.77,27.97,22.93,1.08,18.19,101.08
2016,10,9,0.81,28.33,23.38,0.1,17.94,101.0
2016,10,10,0.68,28.46,23.66,11.67,18.74,100.88
2016,10,11,0.59,28.98,23.34,7.68,18.68,100.81
2016,10,12,0.62,28.63,24.02,18.18,19.04,100.78
2016,10,13,0.59,28.48,24.12,14.44,19.04,100.79
2016,10,14,0.95,29.78,23.4,1.8,18.19,100.85
2016,10,15,0.46,29.6,23.34,1.99,18.19,100.78
2016,10,16,0.68,28.76,23.71,3.76,19.17,100.81
2016,10,17,0.8,29.26,23.85,1.38,17.76,100.82
2016,10,18,0.84,31.43,23.23,0.0,18.43,100.71
2016,10,19,0.92,31.16,23.94,0.12,19.17,100.66
2016,10,20,1.0,28.87,24.4,7.04,19.35,100.69
2016,10,21,0.64,29.3,24.01,0.61,19.29,100.76
2016,10,22,0.55,29.06,24.11,4.72,18.86,100.86
2016,10,23,0.94,27.0,23.9,29.77,18.31,100.92
2016,10,24,0.51,29.43,23.07,6.44,18.01,100.81
2016,10,25,0.95,29.01,23.35,12.01,18.92,100.79
2016,10,26,0.65,30.8,23.12,9.65,18.13,100.89
2016,10,27,0.8,29.34,24.05,3.9,18.98,100.97
2016,10,28,0.51,27.15,23.75,10.62,18.13,100.96
2016,10,29,0.78,30.23,22.9,16.76,18.92,100.87
2016,10,30,0.65,29.05,23.85,26.37,18.68,100.91
2016,10,31,0.68,30.29,23.37,5.88,18.74,100.9
2016,11,1,0.8,29.21,24.03,3.01,18.01,100.89
2016,11,2,0.73,28.85,23.23,0.61,18.49,100.88
2016,11,3,0.58,30.86,23.11,13.7,18.43,100.86
2016,11,4,0.52,31.19,24.12,11.57,19.35,100.85
2016,11,5,0.82,28.8,24.23,1.92,18.86,100.93
2016,11,6,0.66,30.77,23.05,1.66,18.86,100.95
2016,11,7,0.72,31.76,23.35,0.32,19.23,100.96
2016,11,8,0.59,30.54,24.27,14.48,19.59,100.98
2016,11,9,0.74,29.44,24.23,8.49,19.29,101.0
2016,11,10,0.62,30.33,23.71,4.84,18.92,101.01
2016,11,11,0.84,29.73,23.44,10.05,18.86,100.95
2016,11,12,0.66,28.85,23.98,22.04,18.55,100.94
2016,11,13,0.75,29.07,23.8,24.01,18.86,100.92
2016,11,14,0.78,27.09,23.58,26.29,18.55,100.89
2016,11,15,0.62,27.27,23.69,8.11,18.49,100.9
2016,11,16,0.62,29.35,23.62,15.54,18.92,100.85
2016,11,17,0.54,30.59,24.06,1.29,19.29,100.76
2016,11,18,0.55,27.6,24.29,21.93,18.98,100.69
2016,11,19,0.9,30.62,22.97,0.55,19.1,100.65
2016,11,20,0.76,30.13,23.74,4.0,19.78,100.66
2016,11,21,0.67,28.48,24.23,8.12,19.29,100.76
2016,11,22,0.88,29.97,23.03,1.06,18.92,100.78
2016,11,23,0.73,30.08,23.58,8.48,18.8,100.77
2016,11,24,0.62,29.96,23.55,16.15,19.29,100.69
2016,11,25,0.5,28.73,24.7,7.46,19.47,100.66
2016,11,26,0.53,31.51,24.65,1.57,19.59,100.66
2016,11,27,0.73,27.4,24.68,6.57,19.78,100.71
2016,11,28,1.02,28.72,24.17,14.44,19.47,100.81
2016,11,29,0.81,27.76,23.48,6.68,18.62,100.97
2016,11,30,0.62,29.16,23.33,26.29,18.8,100.99
2016,12,1,0.81,27.55,23.73,18.26,18.49,100.98
2016,12,2,0.86,29.87,22.79,3.94,18.49,100.93
2016,12,3,1.2,30.62,22.92,1.31,18.37,100.9
2016,12,4,0.93,28.25,22.15,8.56,17.94,100.96
2016,12,5,1.18,30.12,21.88,0.51,17.7,100.88
2016,12,6,1.01,30.68,22.32,0.32,18.49,100.75
2016,12,7,0.89,28.23,24.03,9.47,19.47,100.74
2016,12,8,1.08,29.51,22.61,3.52,18.37,100.7
2016,12,9,0.74,28.24,23.93,2.03,18.49,100.71
2016,12,10,0.91,29.83,23.05,5.22,18.43,100.78
2016,12,11,0.91,27.1,23.48,6.12,18.07,100.88
2016,12,12,0.8,29.99,22.62,0.15,18.01,100.86
2016,12,13,0.68,29.15,22.9,3.28,18.49,100.85
2016,12,14,0.78,29.44,24.07,1.56,18.31,100.87
2016,12,15,0.63,28.63,23.97,1.54,18.49,100.88
2016,12,16,0.8,30.35,24.37,17.64,19.23,100.84
2016,12,17,0.79,28.37,24.77,12.62,19.78,100.87
2016,12,18,1.03,28.58,24.05,1.83,19.29,100.86
2016,12,19,1.02,28.87,23.73,2.09,18.8,100.8
2016,12,20,1.04,28.85,22.92,0.54,18.07,100.78
2016,12,21,1.01,28.85,23.37,1.65,18.74,100.8
2016,12,22,1.12,29.15,23.3,8.57,18.98,100.77
2016,12,23,1.19,30.03,22.73,13.62,18.13,100.72
2016,12,24,0.98,29.29,23.64,19.23,19.29,100.71
2016,12,25,0.94,27.65,23.76,36.87,18.92,100.81
2016,12,26,1.01,29.01,23.23,5.03,18.92,100.76
2016,12,27,0.87,27.01,23.97,2.31,18.68,100.81
2016,12,28,1.0,28.31,23.26,1.6,18.8,100.85
2016,12,29,1.23,28.91,23.4,0.32,18.55,100.86
2016,12,30,1.15,29.46,22.87,0.0,18.25,100.82
2016,12,31,1.0,31.31,22.05,0.0,18.49,100.73
2017,1,1,0.73,28.8,24.41,0.22,19.47,100.69
2017,1,2,0.81,29.48,24.03,0.17,19.47,100.74
2017,1,3,1.12,30.12,23.48,3.26,18.92,100.71
2017,1,4,1.22,28.94,24.0,1.4,19.1,100.65
2017,1,5,0.96,28.3,23.65,0.28,18.98,100.68
2017,1,6,0.98,30.11,23.77,5.15,19.1,100.62
2017,1,7,0.72,28.73,24.22,33.52,18.68,100.6
2017,1,8,0.98,30.98,23.83,3.7,18.68,100.53
2017,1,9,0.91,29.95,24.28,13.43,19.71,100.58
2017,1,10,0.9,28.2,24.5,20.18,19.47,100.69
2017,1,11,0.79,28.79,24.28,3.37,19.59,100.72
2017,1,12,1.01,28.41,24.43,1.96,18.98,100.71
2017,1,13,0.68,29.71,23.46,5.64,18.49,100.73
2017,1,14,0.89,28.26,23.83,15.55,18.19,100.83
2017,1,15,0.76,29.09,22.76,14.16,18.25,100.84
2017,1,16,0.63,27.4,23.7,26.59,18.31,100.84
2017,1,17,0.6,29.01,23.64,0.31,18.25,100.89
2017,1,18,0.56,28.21,24.01,0.07,18.43,100.98
2017,1,19,0.57,29.7,23.44,5.75,18.49,100.92
2017,1,20,0.69,29.18,23.17,2.2,18.07,100.91
2017,1,21,0.74,28.81,23.29,0.12,17.64,101.0
2017,1,22,0.69,28.48,23.98,19.73,18.98,101.07
2017,1,23,0.8,28.34,23.15,17.1,18.37,101.0
2017,1,24,1.03,28.94,23.02,8.29,18.43,100.99
2017,1,25,0.94,27.65,23.3,0.67,18.01,101.09
2017,1,26,1.08,27.9,22.69,3.7,18.62,101.03
2017,1,27,1.05,27.17,23.14,8.84,18.31,100.94
2017,1,28,0.95,27.4,23.68,5.74,18.19,100.92
2017,1,29,1.13,27.43,23.21,1.91,18.43,100.99
2017,1,30,0.99,29.0,22.65,9.9,18.43,100.88
2017,1,31,0.94,26.85,23.36,39.45,18.49,100.88
2017,2,1,1.06,27.65,23.12,17.64,18.07,101.0
2017,2,2,0.89,29.41,22.16,0.35,17.46,101.05
2017,2,3,0.95,28.9,23.01,9.53,18.37,100.92
2017,2,4,1.03,30.49,23.35,10.96,19.29,100.79
2017,2,5,1.0,29.98,23.21,24.87,18.8,100.78
2017,2,6,0.87,27.81,24.05,10.09,19.47,100.79
2017,2,7,1.14,28.68,23.4,13.88,18.8,100.85
2017,2,8,1.08,29.19,22.97,31.6,18.92,100.84
2017,2,9,1.23,28.65,23.57,12.99,19.1,100.8
2017,2,10,1.31,28.8,23.76,3.44,19.17,100.8
2017,2,11,1.48,28.89,24.0,5.6,19.1,100.94
2017,2,12,1.55,29.1,23.48,14.67,19.1,101.01
2017,2,13,1.12,27.58,23.82,7.02,19.29,101.11
2017,2,14,1.16,27.42,23.94,5.12,19.47,101.12
2017,2,15,1.03,27.28,23.67,14.49,18.92,101.13
2017,2,16,1.24,28.38,23.05,2.96,18.37,101.06
2017,2,17,1.16,29.15,23.21,0.26,18.74,101.01
2017,2,18,1.13,29.35,23.51,2.77,19.04,101.04
2017,2,19,1.22,29.32,23.87,4.65,19.35,100.9
2017,2,20,1.1,29.4,24.22,3.27,19.47,100.79
2017,2,21,0.61,30.28,23.44,2.39,18.92,100.95
2017,2,22,0.52,29.14,23.52,2.54,18.8,101.0
2017,2,23,0.59,31.39,23.14,30.58,18.68,100.98
2017,2,24,0.67,28.71,24.04,10.41,18.8,101.02
2017,2,25,0.7,29.37,23.05,1.16,18.43,100.93
2017,2,26,0.93,30.25,23.39,2.35,18.98,100.72
2017,2,27,1.09,29.83,23.84,34.7,19.35,100.75
2017,2,28,0.84,29.16,23.74,26.58,19.23,100.8
2017,3,1,0.88,27.09,23.83,1.33,18.92,100.85
2017,3,2,0.84,28.25,23.17,5.99,18.74,100.8
2017,3,3,0.97,27.13,23.99,8.72,18.92,100.71
2017,3,4,1.0,28.23,23.15,6.88,18.55,100.75
2017,3,5,1.09,28.62,23.23,1.98,18.92,100.71
2017,3,6,1.04,28.65,23.8,24.39,19.17,100.71
2017,3,7,0.97,28.24,23.88,10.96,19.17,100.77
2017,3,8,0.72,28.26,23.37,2.11,18.43,100.83
2017,3,9,0.68,30.91,22.94,0.73,18.13,100.75
2017,3,10,0.84,30.41,23.23,10.28,18.8,100.75
2017,3,11,0.56,29.83,23.26,2.18,18.55,100.87
2017,3,12,0.75,29.73,23.26,1.86,18.25,100.97
2017,3,13,0.44,30.17,23.37,4.56,17.33,101.0
2017,3,14,0.62,29.58,23.24,19.38,18.13,101.05
2017,3,15,0.49,30.44,22.9,2.34,17.7,100.89
2017,3,16,0.49,29.44,24.44,0.48,18.86,100.77
2017,3,17,0.87,26.89,23.19,21.94,18.62,100.86
2017,3,18,0.55,30.48,22.17,5.94,18.25,101.05
2017,3,19,0.49,29.61,23.59,4.67,18.8,101.0
2017,3,20,0.96,27.78,22.94,6.39,18.13,101.02
2017,3,21,1.05,29.6,21.95,0.79,17.7,100.95
2017,3,22,0.84,28.37,23.89,2.26,19.04,100.88
2017,3,23,0.76,30.08,24.09,14.27,19.29,100.86
2017,3,24,0.65,31.0,24.3,14.74,18.92,100.92
2017,3,25,0.72,30.51,24.05,0.1,18.49,100.93
2017,3,26,0.61,29.75,23.85,10.62,18.8,100.99
2017,3,27,0.88,29.37,24.19,5.09,19.47,100.99
2017,3,28,0.68,29.76,23.9,1.63,18.86,101.03
2017,3,29,0.59,29.53,24.06,41.72,18.92,101.03
2017,3,30,0.73,29.15,23.65,35.58,18.92,101.09
2017,3,31,0.53,28.07,22.74,1.84,17.94,101.08
2017,4,1,0.7,30.15,22.97,9.74,19.23,100.95
2017,4,2,0.75,27.07,24.31,4.31,18.8,100.99
2017,4,3,0.43,27.77,23.91,8.76,18.43,101.04
2017,4,4,0.74,30.1,22.55,8.37,18.37,100.95
2017,4,5,0.66,27.98,24.17,6.2,18.92,100.82
2017,4,6,0.88,29.8,23.3,21.07,19.23,100.74
2017,4,7,0.7,28.4,24.14,2.07,18.98,100.82
2017,4,8,0.75,28.48,24.47,1.54,18.86,100.86
2017,4,9,0.45,28.73,23.89,7.54,18.92,100.85
2017,4,10,0.59,29.82,23.91,15.06,19.41,100.76
2017,4,11,0.49,30.47,24.87,1.43,19.96,100.74
2017,4,12,0.55,29.12,24.54,31.74,19.9,100.81
2017,4,13,0.79,30.04,24.35,6.65,19.41,100.91
2017,4,14,0.53,31.16,24.51,2.79,19.65,100.85
2017,4,15,0.54,29.57,24.49,31.46,19.65,100.8
2017,4,16,0.75,29.62,24.11,9.27,19.47,100.88
2017,4,17,0.5,30.35,24.39,2.31,19.65,100.87
2017,4,18,0.7,29.49,25.01,1.49,19.59,100.9
2017,4,19,0.46,29.29,24.55,1.23,19.1,100.94
2017,4,20,0.59,30.39,24.08,4.31,19.47,100.92
2017,4,21,0.81,30.72,24.17,4.1,19.84,100.92
2017,4,22,0.62,28.97,24.15,3.66,19.23,100.99
2017,4,23,0.75,28.49,24.12,0.84,19.35,100.98
2017,4,24,0.72,29.76,23.9,0.0,19.47,100.93
2017,4,25,0.5,30.22,23.83,27.53,19.35,100.91
2017,4,26,0.65,28.63,24.2,19.67,19.35,100.94
2017,4,27,0.55,28.89,23.8,8.07,19.1,100.98
2017,4,28,0.61,28.67,24.2,6.39,18.86,101.02
2017,4,29,0.51,29.73,23.51,5.65,18.98,101.01
2017,4,30,0.53,30.29,24.71,3.2,19.59,100.99
2017,5,1,0.91,30.25,24.11,19.07,20.02,100.95
2017,5,2,0.62,29.12,24.27,7.65,19.78,100.98
2017,5,3,0.61,29.76,23.96,25.51,19.53,100.94
2017,5,4,0.69,29.72,24.36,26.09,19.9,100.94
2017,5,5,0.84,30.49,23.52,7.23,19.71,101.01
2017,5,6,0.5,29.6,24.07,5.85,19.35,101.07
2017,5,7,0.66,30.41,23.62,9.23,19.53,101.01
2017,5,8,0.73,29.68,24.11,3.77,19.65,100.89
2017,5,9,0.95,30.41,24.01,1.37,19.9,100.77
2017,5,10,0.74,28.62,24.47,1.32,20.2,100.81
2017,5,11,0.78,28.98,24.58,1.06,20.14,100.86
2017,5,12,0.87,30.52,23.98,0.13,19.59,100.81
2017,5,13,0.66,31.21,24.2,0.02,19.71,100.73
2017,5,14,0.89,30.11,24.14,6.99,20.02,100.72
2017,5,15,0.79,30.26,24.42,1.27,19.96,100.7
2017,5,16,0.86,30.65,24.02,21.9,20.08,100.7
2017,5,17,0.9,30.31,23.91,2.83,20.2,100.69
2017,5,18,1.02,30.93,24.33,0.42,20.08,100.8
2017,5,19,0.81,30.87,24.32,0.07,19.84,100.83
2017,5,20,0.78,30.44,23.8,8.97,19.78,100.71
2017,5,21,0.75,29.91,24.26,13.06,20.08,100.66
2017,5,22,0.83,30.28,24.38,4.91,20.2,100.74
2017,5,23,0.63,29.99,24.88,9.36,20.39,100.8
2017,5,24,0.81,30.71,24.44,0.75,19.96,100.79
2017,5,25,0.95,30.91,24.53,0.04,20.14,100.75
2017,5,26,0.87,29.76,23.83,8.78,19.78,100.77
2017,5,27,0.86,29.56,23.95,2.3,19.9,100.71
2017,5,28,0.77,28.9,24.87,79.97,20.26,100.74
2017,5,29,0.96,29.25,23.75,7.07,19.65,100.78
2017,5,30,0.68,30.33,24.11,0.04,19.84,100.83
2017,5,31,0.47,30.37,24.98,35.96,20.08,100.89
2017,6,1,0.8,25.78,22.65,19.0,16.91,101.05
2017,6,2,0.61,28.16,22.05,0.09,17.15,101.03
2017,6,3,0.73,29.99,23.19,0.16,18.68,100.99
2017,6,4,0.8,29.87,23.92,0.52,19.41,100.92
2017,6,5,0.71,30.6,23.48,1.39,19.35,100.89
2017,6,6,0.94,30.42,23.48,1.26,19.47,100.9
2017,6,7,0.81,30.28,23.87,0.59,19.41,100.88
2017,6,8,0.87,30.01,23.67,0.0,19.41,100.85
2017,6,9,0.85,30.76,23.88,0.01,19.59,100.84
2017,6,10,0.89,30.22,24.22,0.17,19.9,100.91
2017,6,11,0.57,30.3,24.24,0.73,19.78,100.91
2017,6,12,0.52,29.25,23.93,0.6,19.23,100.93
2017,6,13,0.85,28.97,23.93,4.27,19.84,100.97
2017,6,14,0.66,30.47,24.01,3.17,19.35,101.01
2017,6,15,0.65,29.44,23.96,0.05,19.47,100.94
2017,6,16,0.66,29.76,24.13,0.11,19.59,100.86
2017,6,17,0.74,29.95,23.81,0.2,19.47,100.81
2017,6,18,0.58,29.73,23.67,0.34,18.98,100.85
2017,6,19,0.85,27.93,23.91,0.83,18.68,100.85
2017,6,20,0.64,29.02,22.9,0.38,18.07,100.87
2017,6,21,0.72,29.31,22.32,2.36,18.37,100.91
2017,6,22,0.84,29.33,23.5,2.72,19.1,100.89
2017,6,23,0.91,29.86,23.2,0.47,18.8,100.85
2017,6,24,0.7,27.73,23.39,0.93,18.31,100.82
2017,6,25,0.69,29.52,22.37,0.64,18.19,100.8
2017,6,26,0.59,30.28,23.24,1.92,18.37,100.89
2017,6,27,0.69,29.08,23.33,1.74,18.68,100.95
2017,6,28,0.76,29.58,23.31,7.48,18.98,100.92
2017,6,29,0.55,29.26,23.73,25.51,18.98,100.88
2017,6,30,0.6,29.23,24.02,16.37,18.86,100.85
2017,7,1,0.82,28.4,22.92,0.4,18.62,100.85
2017,7,2,0.88,30.32,23.15,0.37,19.04,100.86
2017,7,3,0.75,29.09,23.76,32.97,19.41,100.91
2017,7,4,0.86,29.5,23.49,4.26,19.1,100.91
2017,7,5,0.83,29.11,23.61,2.79,19.1,101.0
2017,7,6,0.74,28.33,23.35,4.18,17.88,101.03
2017,7,7,0.76,29.25,21.99,2.34,17.94,100.96
2017,7,8,0.76,28.37,23.19,2.54,18.68,100.99
2017,7,9,0.66,29.09,23.18,1.17,18.68,100.99
2017,7,10,0.48,29.12,23.5,15.64,18.8,100.93
2017,7,11,0.77,27.98,23.58,12.05,19.04,100.97
2017,7,12,0.79,27.4,23.39,3.7,18.31,101.06
2017,7,13,0.78,27.91,22.73,0.56,18.13,101.0
2017,7,14,0.73,28.13,22.81,7.72,18.31,100.95
2017,7,15,0.82,26.09,22.94,21.52,17.76,101.02
2017,7,16,0.93,26.43,21.9,4.71,17.27,100.9
2017,7,17,0.84,29.3,21.96,2.18,17.94,100.86
2017,7,18,0.85,26.55,22.4,1.73,17.4,101.07
2017,7,19,0.73,30.38,22.21,0.04,18.13,100.96
2017,7,20,0.82,29.98,22.7,1.03,18.62,100.92
2017,7,21,0.89,29.53,23.39,0.27,18.68,100.98
2017,7,22,0.87,30.12,23.08,0.39,18.86,100.98
2017,7,23,0.88,30.49,23.23,1.53,18.98,100.93
2017,7,24,0.99,30.35,23.23,0.37,18.92,100.85
2017,7,25,1.09,30.57,23.25,0.0,18.98,100.76
2017,7,26,1.09,30.15,23.4,0.0,18.31,100.77
2017,7,27,1.02,30.11,21.84,0.0,17.7,100.88
2017,7,28,0.84,29.98,23.02,3.5,18.74,100.96
2017,7,29,0.91,29.28,23.57,0.9,19.17,100.92
2017,7,30,1.05,30.73,23.71,0.03,19.04,100.84
2017,7,31,0.95,30.83,23.36,0.0,19.17,100.91
2017,8,1,1.15,30.62,22.97,0.0,18.62,101.02
2017,8,2,1.13,30.1,21.33,0.0,16.91,101.02
2017,8,3,1.05,29.91,20.63,0.01,16.97,100.95
2017,8,4,0.95,29.96,21.33,1.13,17.52,100.85
2017,8,5,1.06,30.23,21.97,0.06,17.82,100.82
2017,8,6,1.02,30.26,22.68,10.61,18.62,100.87
2017,8,7,0.81,29.28,23.08,0.84,18.62,100.92
2017,8,8,1.06,29.86,23.37,8.15,19.04,101.0
2017,8,9,0.75,30.56,23.15,6.08,18.92,100.99
2017,8,10,0.91,29.94,23.23,2.71,18.8,100.91
2017,8,11,0.83,29.55,23.3,0.86,18.43,100.92
2017,8,12,0.67,29.51,22.65,38.03,18.25,100.94
2017,8,13,0.71,29.94,22.8,7.9,18.07,101.01
2017,8,14,0.77,29.46,22.87,5.65,18.19,101.02
2017,8,15,0.85,30.21,22.12,3.19,18.01,100.94
2017,8,16,0.88,30.68,21.82,0.66,17.64,100.81
2017,8,17,0.93,30.19,22.39,0.44,17.7,100.77
2017,8,18,1.04,29.89,22.98,0.4,18.49,100.84
2017,8,19,1.05,29.25,23.19,1.16,18.74,100.89
2017,8,20,1.1,30.72,23.56,0.44,19.04,100.8
2017,8,21,1.03,30.78,23.54,0.85,18.8,100.75
2017,8,22,0.93,29.75,22.53,1.72,17.94,100.82
2017,8,23,1.14,30.08,22.37,0.4,17.94,100.82
2017,8,24,1.11,30.33,22.98,0.09,18.62,100.82
2017,8,25,1.08,29.03,23.72,0.38,18.98,100.81
2017,8,26,1.15,28.81,23.58,0.17,18.37,100.72
2017,8,27,1.29,30.7,22.83,0.0,17.52,100.73
2017,8,28,1.09,30.93,22.4,5.8,18.19,100.75
2017,8,29,0.8,28.23,23.67,7.84,18.98,100.85
2017,8,30,0.83,30.23,22.82,0.0,18.31,100.92
2017,8,31,1.04,30.99,22.72,0.19,18.49,100.92
2017,9,1,1.09,30.54,22.83,0.01,18.31,100.93
2017,9,2,1.16,30.92,22.51,0.0,17.88,100.85
2017,9,3,1.24,31.09,22.39,0.0,18.25,100.89
2017,9,4,1.13,31.46,23.37,1.71,18.55,100.87
2017,9,5,1.07,30.69,23.51,6.8,18.92,100.87
2017,9,6,1.02,30.48,23.45,1.41,18.49,100.87
2017,9,7,1.25,30.74,23.39,3.82,18.8,100.84
2017,9,8,1.05,31.51,22.55,18.4,18.43,100.86
2017,9,9,0.75,30.99,23.13,1.02,18.49,100.83
2017,9,10,0.93,31.44,23.15,0.66,18.98,100.88
2017,9,11,0.65,30.8,24.56,0.33,18.98,100.89
2017,9,12,0.88,31.9,23.33,0.02,18.55,100.92
2017,9,13,0.94,30.23,23.15,0.03,17.94,100.91
2017,9,14,1.05,31.69,22.19,0.0,18.19,100.82
2017,9,15,1.11,31.51,23.28,0.01,18.43,100.81
2017,9,16,1.19,30.38,22.34,1.14,18.49,100.94
2017,9,17,0.95,28.02,23.62,1.09,18.8,101.08
2017,9,18,0.99,29.5,23.65,11.61,18.68,101.09
2017,9,19,1.06,31.9,22.76,0.9,18.01,101.01
2017,9,20,0.89,31.55,22.44,0.98,17.94,100.92
2017,9,21,0.8,30.25,23.65,2.1,17.88,100.86
2017,9,22,1.02,31.85,22.73,0.03,17.82,100.88
2017,9,23,0.84,30.66,21.9,0.45,17.94,100.96
2017,9,24,0.66,29.74,23.58,2.06,18.13,100.93
2017,9,25,0.86,31.45,23.08,1.59,18.55,100.77
2017,9,26,0.8,31.51,23.28,3.49,19.1,100.8
2017,9,27,0.69,28.97,24.0,33.59,18.74,100.94
2017,9,28,0.53,31.55,22.55,0.23,18.25,100.86
2017,9,29,0.72,31.5,23.4,3.18,19.17,100.88
2017,9,30,0.64,31.34,23.81,16.59,18.86,100.98
2017,10,1,0.74,30.8,24.08,9.82,18.98,100.93
2017,10,2,0.51,30.03,24.58,4.64,18.8,100.82
2017,10,3,0.89,29.51,24.01,14.95,18.98,100.85
2017,10,4,0.73,28.65,23.98,5.97,18.68,100.92
2017,10,5,1.07,29.87,22.91,14.82,18.98,100.81
2017,10,6,0.54,31.08,24.03,30.57,19.47,100.77
2017,10,7,0.73,31.01,24.14,9.94,19.23,100.71
2017,10,8,0.69,29.04,23.75,6.57,18.74,100.68
2017,10,9,0.66,31.61,22.77,7.62,18.74,100.6
2017,10,10,0.73,30.73,23.92,10.16,18.74,100.59
2017,10,11,0.64,30.22,23.9,23.15,19.17,100.66
2017,10,12,0.77,29.81,23.34,3.04,19.04,100.74
