Tahun,Bulan,Hari,Kec_angin,T_max,T_min,Curah_hujan,Kelembapan,Tekanan_udara
2012,3,19,0.9,29.5,23.49,2.16,18.86,100.95
2012,3,20,0.9,28.77,23.25,12.42,18.55,100.94
2012,3,21,0.59,29.73,24.21,4.41,18.68,100.85
2012,3,22,0.53,27.08,23.38,1.22,18.13,100.89
2012,3,23,0.66,30.51,22.9,12.77,18.68,100.91
2012,3,24,0.73,29.35,24.27,4.3,18.92,100.92
2012,3,25,0.78,30.15,24.31,0.08,18.86,100.88
2012,3,26,0.67,29.2,23.69,12.99,19.04,100.95
2012,3,27,0.68,30.45,24.12,17.56,18.68,101.02
2012,3,28,0.79,27.9,23.68,5.63,19.04,101.08
2012,3,29,0.7,29.41,23.67,11.62,18.74,100.98
2012,3,30,0.55,28.33,23.93,52.92,18.49,100.9
2012,3,31,0.78,28.3,23.28,22.09,18.25,100.99
2012,4,1,0.61,29.76,23.23,8.8,18.62,100.98
2012,4,2,0.77,28.84,23.51,3.09,18.74,101.04
2012,4,3,0.81,26.58,23.65,8.22,18.62,101.2
2012,4,4,0.73,27.39,22.6,4.06,17.82,101.2
2012,4,5,0.58,29.77,22.9,1.84,17.82,101.07
2012,4,6,0.58,30.25,23.08,6.75,18.55,100.94
2012,4,7,0.57,28.87,23.98,1.94,18.55,100.87
2012,4,8,0.56,30.73,23.34,2.66,18.98,100.83
2012,4,9,0.77,28.8,24.26,0.24,19.35,100.85
2012,4,10,0.58,28.57,23.55,39.76,19.17,100.93
2012,4,11,0.47,29.66,23.62,12.41,18.62,100.87
2012,4,12,0.81,30.04,23.08,0.55,18.86,100.75
2012,4,13,0.9,29.23,23.71,26.96,19.65,100.73
2012,4,14,0.88,28.67,24.22,13.48,19.78,100.78
2012,4,15,0.63,28.81,23.62,24.29,19.41,100.77
2012,4,16,0.73,30.42,23.68,3.33,19.53,100.68
2012,4,17,0.55,30.15,23.7,8.75,19.53,100.64
2012,4,18,0.64,29.48,24.33,0.76,19.53,100.61
2012,4,19,0.68,27.95,23.78,7.58,19.35,100.73
2012,4,20,0.62,30.92,23.57,1.79,19.17,100.79
2012,4,21,0.56,29.57,23.8,8.4,19.29,100.79
2012,4,22,0.67,29.57,23.9,8.5,19.04,100.78
2012,4,23,0.73,29.89,24.04,6.78,19.47,100.72
2012,4,24,0.66,30.37,24.03,9.6,19.65,100.77
2012,4,25,0.6,30.77,24.5,0.66,19.59,100.85
2012,4,26,0.84,31.05,23.46,0.15,19.23,100.88
2012,4,27,0.79,30.68,22.33,0.01,17.58,100.84
2012,4,28,0.82,29.87,24.33,0.6,18.98,100.82
2012,4,29,0.73,29.89,23.49,52.4,19.41,100.76
2012,4,30,0.88,28.02,24.17,38.86,19.1,100.83
2012,5,1,0.66,30.22,23.26,0.2,19.17,100.78
2012,5,2,0.68,29.67,23.87,4.15,19.53,100.79
2012,5,3,0.66,29.69,23.98,1.14,19.29,100.68
2012,5,4,0.76,29.15,24.21,13.35,19.71,100.69
2012,5,5,0.69,29.73,23.8,3.31,19.17,100.69
2012,5,6,0.7,28.73,23.41,25.49,19.17,100.79
2012,5,7,0.62,28.48,24.02,4.92,18.37,100.83
2012,5,8,0.81,28.51,23.09,2.31,18.98,100.85
2012,5,9,0.75,29.53,23.44,0.43,19.04,100.92
2012,5,10,0.55,29.5,23.18,0.06,18.68,100.92
2012,5,11,0.55,30.26,23.76,1.79,19.35,100.79
2012,5,12,0.69,28.58,24.77,0.55,18.31,100.73
2012,5,13,0.73,30.15,22.65,0.76,18.19,100.75
2012,5,14,0.8,29.23,23.75,0.62,18.8,100.81
2012,5,15,0.74,30.48,22.84,0.03,18.74,100.75
2012,5,16,0.62,29.9,23.17,49.39,18.98,100.69
2012,5,17,0.64,30.05,23.55,6.91,19.17,100.72
2012,5,18,0.92,29.58,24.12,0.61,19.41,100.79
2012,5,19,0.7,29.51,23.61,9.79,20.02,100.79
2012,5,20,0.75,29.11,24.81,14.16,20.32,100.75
2012,5,21,0.76,29.04,23.9,12.68,19.53,100.76
2012,5,22,0.75,29.23,23.92,3.39,19.41,100.78
2012,5,23,0.67,30.31,23.62,6.18,18.8,100.85
2012,5,24,1.02,30.3,23.11,6.0,19.04,100.75
2012,5,25,0.98,30.01,23.92,1.32,19.29,100.69
2012,5,26,1.16,30.62,24.27,0.09,19.53,100.68
2012,5,27,0.88,29.4,23.9,2.1,19.35,100.75
2012,5,28,0.7,28.79,24.4,0.76,19.71,100.8
2012,5,29,0.78,29.43,23.86,59.55,19.65,100.77
2012,5,30,0.55,30.23,23.82,21.99,19.35,100.74
2012,5,31,0.54,29.57,24.33,28.25,19.78,100.68
2012,6,1,0.78,28.76,24.37,22.44,19.78,100.74
2012,6,2,0.8,29.49,23.44,1.09,19.1,100.7
2012,6,3,0.66,28.63,24.55,1.41,19.35,100.65
2012,6,4,0.76,27.79,24.49,25.74,19.96,100.68
2012,6,5,0.69,28.09,24.3,7.62,19.1,100.72
2012,6,6,0.48,29.8,23.38,0.21,19.1,100.6
2012,6,7,0.74,29.52,24.3,16.9,19.59,100.59
2012,6,8,0.8,29.5,24.01,12.39,20.02,100.71
2012,6,9,0.67,27.78,24.59,21.8,19.35,100.97
2012,6,10,0.66,27.36,23.36,1.02,18.13,101.0
2012,6,11,0.81,28.51,22.33,3.45,18.37,100.88
2012,6,12,0.8,28.69,23.26,0.72,18.98,100.91
2012,6,13,0.8,30.34,23.1,0.0,19.04,100.87
2012,6,14,0.84,30.37,23.25,0.04,18.92,100.91
2012,6,15,0.84,30.06,21.94,0.0,18.19,100.82
2012,6,16,0.9,30.26,22.72,0.0,18.31,100.76
2012,6,17,1.02,30.12,21.76,0.16,18.07,100.87
2012,6,18,1.2,29.9,22.7,2.43,18.74,100.92
2012,6,19,1.02,30.04,23.33,15.23,19.1,100.86
2012,6,20,0.89,29.98,23.69,8.72,19.23,100.89
2012,6,21,0.89,28.84,23.58,1.61,18.86,100.97
2012,6,22,0.78,28.3,22.9,0.04,18.62,100.97
2012,6,23,0.85,29.77,22.79,0.07,18.68,100.9
2012,6,24,0.88,29.73,22.82,0.12,18.62,100.9
2012,6,25,1.06,30.02,22.58,0.0,17.94,100.97
2012,6,26,0.98,29.8,21.46,0.0,17.7,100.95
2012,6,27,0.94,29.75,21.38,0.07,17.21,100.96
2012,6,28,0.85,29.66,21.21,0.01,17.33,100.87
2012,6,29,1.08,29.88,21.83,0.0,17.82,100.74
2012,6,30,0.98,30.0,22.27,0.0,17.94,100.72
2012,7,1,1.16,29.08,22.28,0.0,17.52,100.74
2012,7,2,1.02,29.44,22.01,1.14,17.88,100.71
2012,7,3,0.95,29.58,22.77,3.15,18.55,100.63
2012,7,4,0.86,29.03,23.3,5.11,18.8,100.56
2012,7,5,0.92,29.15,23.21,17.13,19.04,100.65
2012,7,6,0.79,29.89,23.05,1.42,18.43,100.67
2012,7,7,0.9,28.48,23.11,0.08,18.31,100.66
2012,7,8,0.81,29.34,22.74,0.85,18.37,100.65
2012,7,9,0.93,29.26,22.58,0.26,18.37,100.72
2012,7,10,0.84,29.17,22.88,11.69,18.68,100.8
2012,7,11,0.67,28.0,23.12,4.74,18.43,100.84
2012,7,12,0.96,28.1,22.84,3.02,18.49,100.86
2012,7,13,1.02,29.41,22.48,0.14,17.82,100.84
2012,7,14,0.93,27.29,23.05,8.78,18.43,100.8
2012,7,15,0.88,27.33,22.78,7.95,18.37,100.92
2012,7,16,0.85,29.06,22.84,1.44,18.37,100.98
2012,7,17,0.81,28.87,22.9,1.53,18.07,100.97
2012,7,18,0.48,28.97,22.73,0.19,17.21,100.97
2012,7,19,0.78,29.63,22.07,0.77,17.88,100.98
2012,7,20,0.74,28.34,23.08,1.1,18.55,101.01
2012,7,21,0.93,30.14,23.28,0.86,18.8,100.96
2012,7,22,0.92,29.09,22.37,0.02,17.94,100.89
2012,7,23,1.09,29.08,21.09,0.0,16.91,100.79
2012,7,24,1.01,29.74,20.62,0.0,16.85,100.84
2012,7,25,1.07,29.54,20.82,0.0,16.85,100.94
2012,7,26,1.01,29.04,21.44,0.0,17.58,100.97
2012,7,27,1.04,30.55,22.09,0.0,18.07,100.88
2012,7,28,1.12,30.01,22.4,0.59,17.88,100.9
2012,7,29,1.11,30.23,21.95,0.02,17.33,100.99
2012,7,30,1.07,29.93,21.27,0.0,16.97,101.0
2012,7,31,1.04,29.86,20.94,0.0,16.97,100.99
2012,8,1,1.11,29.83,20.91,0.0,16.72,100.99
2012,8,2,1.11,29.96,21.81,0.0,17.15,100.95
2012,8,3,1.07,29.38,21.78,0.0,17.09,100.95
2012,8,4,1.05,30.17,22.17,0.0,17.64,100.9
2012,8,5,1.08,30.42,22.77,0.11,18.01,100.94
2012,8,6,1.02,30.26,22.9,0.02,18.19,100.98
2012,8,7,0.98,29.51,22.96,0.0,18.25,100.98
2012,8,8,1.13,29.87,22.44,0.0,17.76,100.91
2012,8,9,1.26,30.38,21.74,0.0,17.09,100.9
2012,8,10,1.1,30.31,21.15,0.28,17.52,100.99
2012,8,11,0.91,29.44,22.55,0.11,18.07,101.07
2012,8,12,0.93,29.37,22.97,0.0,18.25,101.01
2012,8,13,0.86,30.05,22.93,0.0,18.31,100.87
2012,8,14,1.14,30.95,22.69,0.0,18.01,100.86
2012,8,15,1.2,30.73,22.36,0.0,17.46,100.85
2012,8,16,1.19,30.31,21.8,0.0,16.66,100.83
2012,8,17,1.1,30.08,21.52,0.0,16.91,100.79
2012,8,18,1.08,30.63,21.19,0.0,17.09,100.89
2012,8,19,0.92,29.58,22.55,0.0,17.88,100.92
2012,8,20,1.2,31.03,22.26,0.0,17.76,100.86
2012,8,21,1.0,31.0,21.73,0.0,17.27,100.85
2012,8,22,1.13,30.83,22.1,0.0,17.27,100.81
2012,8,23,0.98,30.25,21.99,0.0,17.27,100.82
2012,8,24,1.02,30.48,22.18,0.06,17.82,100.89
2012,8,25,1.17,30.53,22.62,0.0,17.46,100.93
2012,8,26,0.96,30.44,21.29,0.0,16.97,100.9
2012,8,27,1.13,28.13,21.55,0.12,16.78,100.97
2012,8,28,0.87,27.13,21.33,19.54,17.27,101.05
2012,8,29,1.04,28.81,22.35,7.12,17.76,101.07
2012,8,30,1.03,30.08,22.57,0.29,17.88,101.07
2012,8,31,1.05,30.22,22.51,0.09,17.58,101.02
2012,9,1,1.12,30.8,21.73,0.78,17.46,100.91
2012,9,2,1.25,30.6,20.98,0.0,16.36,100.87
2012,9,3,1.28,30.72,20.48,0.0,16.3,100.84
2012,9,4,1.22,30.93,20.2,0.0,16.54,100.9
2012,9,5,1.17,30.68,20.69,0.1,16.85,100.96
2012,9,6,1.1,29.98,21.24,0.0,16.91,100.95
2012,9,7,1.02,30.19,21.93,0.0,17.09,100.93
2012,9,8,1.05,31.23,22.17,0.32,17.82,100.94
2012,9,9,0.77,29.53,22.87,39.71,18.55,100.98
2012,9,10,0.79,30.86,22.83,7.6,18.37,100.97
2012,9,11,1.12,31.26,22.9,0.07,18.13,100.99
2012,9,12,1.08,30.75,22.35,0.0,17.33,101.0
2012,9,13,1.06,30.88,19.8,0.0,16.05,100.99
2012,9,14,1.02,31.35,20.86,0.0,16.85,100.91
2012,9,15,1.06,31.56,22.09,0.0,17.33,100.87
2012,9,16,1.08,31.14,22.38,0.0,17.7,100.97
2012,9,17,1.0,29.99,21.69,0.12,17.7,101.02
2012,9,18,1.15,31.79,21.9,0.03,17.82,100.91
2012,9,19,1.04,30.83,22.82,0.0,18.13,100.88
2012,9,20,0.98,30.59,22.85,0.93,18.43,100.93
2012,9,21,1.04,30.58,22.73,0.12,17.88,100.95
2012,9,22,1.11,31.55,22.54,0.01,17.76,100.91
2012,9,23,1.08,31.84,21.87,0.0,17.33,100.82
2012,9,24,1.01,31.47,22.65,0.0,17.88,100.73
2012,9,25,1.23,31.53,22.79,0.0,17.7,100.79
2012,9,26,0.88,30.44,22.41,0.0,16.78,100.93
2012,9,27,0.69,30.85,23.05,0.02,17.82,100.99
2012,9,28,0.82,31.48,22.09,0.0,17.15,100.98
2012,9,29,0.69,31.22,23.09,0.26,18.13,100.97
2012,9,30,0.88,31.95,23.95,0.03,18.55,101.01
2012,10,1,0.84,30.94,23.74,2.47,18.92,101.05
2012,10,2,0.89,32.2,23.41,0.67,18.43,101.1
2012,10,3,0.98,31.57,23.57,1.43,18.31,100.95
2012,10,4,0.96,31.96,22.65,0.5,18.31,100.82
2012,10,5,0.87,30.51,23.83,6.16,18.13,100.96
2012,10,6,1.0,30.51,23.59,0.8,18.19,101.03
2012,10,7,0.97,30.55,23.48,4.47,18.07,100.96
2012,10,8,0.95,30.73,22.95,0.33,18.01,100.86
2012,10,9,0.98,31.3,23.16,0.95,18.49,100.77
2012,10,10,0.83,29.95,23.56,1.33,18.68,100.85
2012,10,11,0.71,31.87,23.14,0.04,18.19,100.86
2012,10,12,0.91,31.97,22.96,0.3,18.31,100.86
2012,10,13,0.86,31.32,22.95,23.93,18.55,100.87
2012,10,14,0.91,31.29,23.27,8.76,18.37,100.95
2012,10,15,0.84,31.58,23.08,0.58,18.25,101.02
2012,10,16,0.87,30.29,23.29,8.11,18.92,101.01
2012,10,17,0.88,28.51,23.86,4.99,18.86,100.98
2012,10,18,0.62,30.3,23.22,1.66,18.49,100.91
2012,10,19,0.62,30.3,23.54,9.83,18.55,100.84
2012,10,20,0.7,29.37,23.22,7.91,18.74,100.86
2012,10,21,0.55,29.01,23.69,17.16,18.55,100.86
2012,10,22,0.69,31.12,22.93,0.92,18.13,100.78
2012,10,23,0.93,32.26,22.51,0.0,17.76,100.68
2012,10,24,1.0,32.72,22.05,0.0,17.7,100.65
2012,10,25,1.05,32.45,22.3,0.06,17.52,100.64
2012,10,26,0.84,31.89,22.94,2.03,18.37,100.59
2012,10,27,0.63,32.37,23.99,13.42,18.98,100.6
2012,10,28,0.91,31.55,23.77,2.81,18.74,100.7
2012,10,29,0.86,31.33,24.03,2.66,18.86,100.64
2012,10,30,0.71,30.47,23.62,1.3,18.55,100.68
2012,10,31,0.49,31.81,24.2,3.79,18.74,100.74
2012,11,1,0.88,31.9,23.25,11.65,18.43,100.76
2012,11,2,0.73,30.08,23.04,3.42,18.19,100.79
2012,11,3,0.64,28.83,23.19,3.34,18.07,100.83
2012,11,4,0.73,30.11,23.16,27.72,18.37,100.82
2012,11,5,0.47,30.31,23.19,7.99,16.91,100.84
2012,11,6,0.52,31.9,23.23,0.18,17.7,100.82
2012,11,7,0.64,30.8,24.6,4.84,18.98,100.72
2012,11,8,0.66,30.67,23.98,128.25,19.41,100.64
2012,11,9,0.59,31.57,24.21,32.85,19.53,100.68
2012,11,10,0.7,31.35,24.32,4.05,19.29,100.77
2012,11,11,0.73,31.85,23.0,10.23,18.92,100.76
2012,11,12,0.66,27.68,24.07,56.94,19.1,100.82
2012,11,13,0.63,30.51,23.73,13.48,18.86,100.85
2012,11,14,0.52,30.14,23.9,0.65,18.92,100.83
2012,11,15,0.55,30.59,23.79,2.35,19.1,100.83
2012,11,16,0.45,31.6,24.87,22.34,19.35,100.84
2012,11,17,0.68,29.76,24.81,11.15,19.65,100.84
2012,11,18,0.7,29.3,24.45,45.33,19.04,100.86
2012,11,19,0.82,28.26,23.51,6.66,18.37,100.94
2012,11,20,0.45,30.46,23.69,0.82,17.82,100.88
2012,11,21,0.7,29.95,23.4,1.7,18.43,100.87
2012,11,22,0.48,30.52,23.75,5.83,18.55,100.81
2012,11,23,0.46,28.67,24.65,1.25,19.35,100.81
2012,11,24,0.4,28.15,24.31,29.61,19.41,100.82
2012,11,25,0.67,31.06,23.81,8.46,19.35,100.83
2012,11,26,0.59,29.21,24.64,0.5,19.17,100.85
2012,11,27,0.44,30.09,24.28,41.68,19.04,100.78
2012,11,28,0.49,30.03,24.94,9.89,18.98,100.8
2012,11,29,0.74,29.86,24.24,3.4,19.23,100.77
2012,11,30,0.59,30.51,23.86,21.26,19.41,100.71
2012,12,1,0.62,30.48,24.03,23.61,19.65,100.78
2012,12,2,0.58,29.65,24.41,57.71,19.53,100.83
2012,12,3,0.57,29.48,23.73,16.98,18.68,100.89
2012,12,4,0.73,29.26,23.85,2.17,18.62,100.86
2012,12,5,0.56,29.08,23.88,4.02,18.49,100.88
2012,12,6,0.8,29.82,23.66,2.2,19.04,100.83
2012,12,7,0.54,29.2,24.37,1.3,19.35,100.87
2012,12,8,0.62,28.2,23.53,50.58,18.37,100.95
2012,12,9,0.62,29.88,22.73,1.88,18.19,100.84
2012,12,10,0.7,29.54,23.21,23.88,18.68,100.81
2012,12,11,0.84,29.36,23.27,46.19,18.98,100.83
2012,12,12,1.05,28.9,23.15,19.45,18.68,100.84
2012,12,13,0.88,29.53,23.0,8.99,18.62,100.86
2012,12,14,0.54,29.25,23.91,4.36,18.92,100.88
2012,12,15,0.6,30.79,23.51,23.46,19.1,100.81
2012,12,16,0.91,29.34,24.24,7.45,19.35,100.78
2012,12,17,0.75,28.05,23.73,15.99,18.92,100.79
2012,12,18,0.63,28.81,23.37,20.68,18.49,100.84
2012,12,19,0.71,29.19,23.16,3.77,18.68,100.74
2012,12,20,0.49,29.9,24.18,0.25,18.8,100.65
2012,12,21,0.43,30.49,24.19,2.14,19.17,100.63
2012,12,22,0.73,26.15,23.77,5.85,18.37,100.68
2012,12,23,0.81,28.83,22.65,12.52,18.62,100.69
2012,12,24,0.62,26.85,23.82,14.54,19.1,100.7
2012,12,25,1.04,29.71,22.81,3.37,18.92,100.66
2012,12,26,0.84,28.47,23.65,2.52,19.1,100.61
2012,12,27,0.98,28.69,23.92,1.76,19.47,100.56
2012,12,28,0.91,28.73,24.04,2.79,19.78,100.49
2012,12,29,0.89,28.8,24.5,2.33,19.47,100.57
2012,12,30,0.99,27.63,24.36,5.3,19.29,100.64
2012,12,31,0.82,27.85,23.62,14.38,18.8,100.72
2013,1,1,0.88,28.0,23.28,36.96,18.68,100.8
2013,1,2,0.77,28.01,23.37,19.95,18.74,100.87
2013,1,3,0.96,28.38,23.93,11.17,19.23,100.86
2013,1,4,1.29,27.07,23.55,8.62,18.8,100.77
2013,1,5,1.09,29.58,22.72,2.45,18.92,100.7
2013,1,6,1.09,30.24,23.68,1.15,19.47,100.71
2013,1,7,0.94,30.6,22.41,3.38,18.31,100.75
2013,1,8,1.2,30.47,22.74,1.09,18.86,100.75
2013,1,9,1.36,29.1,23.25,2.92,18.49,100.85
2013,1,10,1.25,29.97,22.46,3.56,18.13,100.79
2013,1,11,1.29,28.8,23.39,7.94,18.98,100.88
2013,1,12,1.28,28.4,24.09,2.14,18.86,100.94
2013,1,13,1.37,29.38,23.69,0.67,19.04,100.87
2013,1,14,1.22,28.12,24.08,5.17,19.29,100.89
2013,1,15,1.2,27.19,23.88,6.25,18.86,101.0
2013,1,16,1.15,27.75,23.71,4.64,18.98,101.0
2013,1,17,1.39,28.62,24.15,3.81,18.98,100.9
2013,1,18,1.44,30.36,23.74,1.98,18.86,100.9
2013,1,19,1.36,29.55,23.56,0.7,19.1,100.93
2013,1,20,1.09,28.8,24.21,0.11,18.98,100.97
2013,1,21,1.14,28.33,23.74,2.9,19.04,101.01
2013,1,22,1.1,27.57,23.53,13.49,19.04,101.02
2013,1,23,1.02,27.64,23.7,8.48,18.68,101.02
2013,1,24,1.22,28.89,22.94,4.9,18.31,101.03
2013,1,25,1.05,29.15,23.05,16.19,18.37,100.98
2013,1,26,0.65,29.44,23.35,7.98,17.88,101.03
2013,1,27,0.68,27.87,23.62,16.63,18.62,101.06
2013,1,28,0.77,26.79,23.76,12.42,18.55,101.04
2013,1,29,0.96,29.41,23.27,14.9,18.68,101.02
2013,1,30,0.91,27.63,23.39,3.28,18.37,101.13
2013,1,31,0.66,28.62,23.3,31.15,18.43,101.12
2013,2,1,0.91,29.31,23.86,16.86,19.17,101.01
2013,2,2,1.22,29.22,24.23,2.17,19.47,100.91
2013,2,3,0.88,30.48,23.78,0.62,19.23,100.79
2013,2,4,0.66,30.03,23.7,11.79,19.29,100.94
2013,2,5,0.52,30.48,24.38,12.59,19.1,101.01
2013,2,6,0.91,27.72,23.41,3.05,18.25,101.03
2013,2,7,0.86,29.25,22.67,27.02,18.43,100.87
2013,2,8,0.73,29.84,23.54,3.66,18.62,100.83
2013,2,9,0.41,31.31,23.04,29.06,18.74,100.85
2013,2,10,0.84,27.64,23.73,6.28,18.86,100.82
2013,2,11,0.76,30.03,22.85,0.09,18.07,100.77
2013,2,12,0.81,29.46,23.28,50.67,18.8,100.75
2013,2,13,0.84,28.37,23.65,29.28,19.1,100.73
2013,2,14,0.81,28.45,23.71,10.02,18.8,100.74
2013,2,15,0.77,26.67,23.29,27.54,18.86,100.72
2013,2,16,0.89,26.98,23.39,27.82,18.86,100.69
2013,2,17,1.28,28.83,23.42,3.76,18.68,100.72
2013,2,18,1.23,27.62,23.53,15.87,18.92,100.61
2013,2,19,1.05,27.51,23.55,8.99,18.86,100.65
2013,2,20,1.37,28.54,22.91,9.3,18.31,100.74
2013,2,21,1.12,27.15,23.19,7.26,18.55,100.76
2013,2,22,1.25,29.23,22.98,0.68,18.68,100.75
2013,2,23,1.19,29.1,23.31,0.19,18.62,100.71
2013,2,24,1.2,30.96,23.15,0.33,18.92,100.67
2013,2,25,0.98,29.4,23.96,2.74,19.23,100.73
2013,2,26,0.95,30.48,24.01,0.87,19.71,100.74
2013,2,27,0.81,28.46,24.23,0.63,18.86,100.81
2013,2,28,1.05,29.94,22.69,0.01,18.19,100.77
2013,3,1,1.03,30.86,23.51,0.0,19.47,100.76
2013,3,2,0.82,29.25,24.54,0.0,19.96,100.88
2013,3,3,1.13,29.49,24.61,41.56,20.39,100.88
2013,3,4,1.25,28.09,24.22,9.29,19.53,100.92
2013,3,5,1.27,29.76,23.29,1.3,18.55,101.11
2013,3,6,1.12,30.53,23.48,2.67,18.86,101.01
2013,3,7,1.1,30.83,23.65,7.39,19.35,100.94
2013,3,8,1.19,29.19,24.61,62.91,19.9,100.94
2013,3,9,0.98,29.39,24.55,19.63,19.84,100.96
2013,3,10,0.63,28.69,24.35,7.87,19.23,100.96
2013,3,11,0.49,28.94,24.29,48.9,19.47,100.94
2013,3,12,0.73,28.63,24.31,13.13,19.35,100.97
2013,3,13,0.7,30.19,22.81,0.97,18.74,101.0
2013,3,14,0.76,29.58,23.94,25.32,19.23,100.97
2013,3,15,0.61,30.12,24.12,14.88,19.35,101.05
2013,3,16,0.82,29.76,24.02,35.09,19.35,101.08
2013,3,17,0.71,29.61,23.94,11.86,19.1,100.97
2013,3,18,0.62,30.65,24.52,59.6,19.41,100.78
2013,3,19,0.85,29.65,24.32,23.45,19.71,100.79
2013,3,20,0.39,31.68,23.9,2.57,18.49,100.92
2013,3,21,0.88,29.46,24.1,2.32,19.59,100.79
2013,3,22,0.8,31.06,23.63,0.34,19.23,100.7
2013,3,23,0.64,31.25,24.12,1.92,19.71,100.78
2013,3,24,0.44,31.39,24.73,2.22,19.47,100.76
2013,3,25,0.59,31.05,25.12,4.82,19.84,100.71
2013,3,26,0.42,31.16,24.85,0.94,19.65,100.72
2013,3,27,0.51,28.72,24.75,13.55,19.78,100.77
2013,3,28,0.63,30.86,22.9,1.02,18.31,100.82
2013,3,29,0.56,31.37,23.6,15.25,19.23,100.72
2013,3,30,0.65,30.95,24.91,3.07,20.02,100.69
2013,3,31,0.54,31.23,24.47,0.13,19.96,100.72
2013,4,1,0.54,31.32,24.49,2.26,20.39,100.75
2013,4,2,0.72,26.61,24.06,0.72,19.04,100.78
2013,4,3,0.66,29.9,23.08,0.68,19.1,100.69
2013,4,4,0.62,31.3,24.42,14.16,19.84,100.62
2013,4,5,0.43,31.21,25.26,2.15,20.32,100.59
2013,4,6,0.89,28.23,25.26,20.4,20.39,100.61
2013,4,7,0.66,29.12,24.01,8.35,18.98,100.68
2013,4,8,0.77,31.3,23.87,6.58,19.29,100.69
2013,4,9,0.84,29.58,24.9,3.05,19.96,100.77
2013,4,10,0.83,29.14,24.63,10.35,19.65,100.76
2013,4,11,0.68,29.68,24.73,15.15,19.17,100.73
2013,4,12,0.42,30.13,24.35,6.41,19.23,100.75
2013,4,13,0.96,28.3,24.38,1.9,18.49,100.87
2013,4,14,0.55,31.26,23.82,2.01,18.86,100.82
2013,4,15,0.61,29.8,24.87,7.0,19.65,100.76
2013,4,16,0.55,31.44,24.3,21.01,19.47,100.67
2013,4,17,0.6,30.13,24.97,20.56,20.08,100.66
2013,4,18,0.55,27.84,24.22,3.58,19.53,100.76
2013,4,19,0.49,28.56,23.54,0.29,18.68,100.83
2013,4,20,0.81,29.9,24.23,0.11,19.53,100.81
2013,4,21,0.7,29.34,23.98,30.3,19.71,100.83
2013,4,22,0.59,28.73,24.4,5.98,19.35,100.87
2013,4,23,0.42,31.05,24.05,0.39,18.8,100.89
2013,4,24,0.42,31.08,24.69,0.07,19.23,100.91
2013,4,25,0.84,27.57,23.9,6.04,19.35,100.95
2013,4,26,0.51,28.87,23.27,4.86,18.68,100.96
2013,4,27,0.68,29.32,23.56,28.76,19.29,100.85
2013,4,28,0.85,29.33,23.82,21.59,19.53,100.83
2013,4,29,0.8,30.33,23.56,0.61,19.53,100.79
2013,4,30,0.88,29.91,23.99,0.66,19.9,100.75
2013,5,1,0.72,30.33,24.42,1.25,19.96,100.66
2013,5,2,0.9,30.63,24.08,0.35,19.84,100.61
2013,5,3,0.86,31.23,24.49,14.45,20.08,100.6
2013,5,4,1.05,29.73,24.7,9.64,20.32,100.7
2013,5,5,0.63,30.93,24.49,4.4,19.96,100.69
2013,5,6,0.74,31.3,23.95,4.98,20.14,100.63
2013,5,7,0.66,31.5,24.21,5.52,20.02,100.65
2013,5,8,0.84,29.3,25.01,7.25,20.02,100.77
2013,5,9,0.64,28.52,24.16,3.92,19.96,100.79
2013,5,10,0.8,29.3,24.3,4.28,20.02,100.74
2013,5,11,0.65,29.3,24.68,9.72,20.2,100.69
2013,5,12,0.72,29.28,24.64,1.77,20.02,100.8
2013,5,13,0.72,30.12,24.33,11.68,20.02,100.78
2013,5,14,0.69,30.83,24.77,3.5,20.26,100.66
2013,5,15,0.71,29.4,25.08,7.2,20.87,100.7
2013,5,16,0.55,29.62,25.22,2.31,19.78,100.76
2013,5,17,0.69,29.13,24.75,0.3,20.2,100.86
2013,5,18,0.66,29.45,24.43,7.37,19.9,100.91
2013,5,19,0.5,29.97,24.09,1.26,19.59,100.81
2013,5,20,0.58,29.21,24.34,0.22,19.65,100.83
2013,5,21,0.65,30.06,23.92,0.81,19.65,100.82
2013,5,22,0.52,29.37,24.33,4.46,19.53,100.89
2013,5,23,0.73,29.34,23.59,0.26,18.74,100.95
2013,5,24,0.47,29.94,23.56,3.71,18.98,100.87
2013,5,25,0.56,28.98,24.27,1.27,19.35,100.85
2013,5,26,0.36,28.49,24.68,6.98,19.1,100.88
2013,5,27,0.67,27.4,24.12,4.84,18.68,100.91
2013,5,28,0.52,30.03,23.78,1.7,18.31,100.91
2013,5,29,0.78,29.83,23.95,4.24,19.04,100.87
2013,5,30,0.82,29.9,23.85,1.47,19.1,100.78
2013,5,31,0.74,28.93,24.22,0.6,19.23,100.72
2013,6,1,0.63,30.05,24.01,1.86,19.17,100.63
2013,6,2,0.63,30.58,23.95,2.42,19.53,100.53
2013,6,3,0.77,27.77,24.38,11.37,19.29,100.62
2013,6,4,0.62,30.61,23.34,1.15,18.55,100.74
2013,6,5,0.68,27.43,24.15,0.28,18.68,100.82
2013,6,6,0.57,30.21,23.34,1.8,18.86,100.75
2013,6,7,0.42,30.73,24.12,5.25,19.41,100.69
2013,6,8,0.67,29.99,24.48,1.68,19.9,100.67
2013,6,9,0.76,28.9,24.11,0.63,18.98,100.66
2013,6,10,0.61,28.77,24.13,7.21,19.23,100.59
